Date,Team 1,FT,HT,Team 2
Tue Aug 20 1996,Roda JC,1-1,?,Feyenoord
Wed Aug 21 1996,Ajax,1-0,?,NAC Breda
Wed Aug 21 1996,AZ Alkmaar,0-2,?,Vitesse
Wed Aug 21 1996,Groningen,0-0,?,Willem II
Wed Aug 21 1996,Heerenveen,1-3,?,Twente
Wed Aug 21 1996,Sparta,0-0,?,For Sittard
Wed Aug 21 1996,Utrecht,2-2,?,Waalwijk
Wed Aug 21 1996,Volendam,1-1,?,Graafschap
Thu Aug 22 1996,Nijmegen,1-4,?,PSV Eindhoven
Sat Aug 24 1996,Graafschap,3-2,?,Waalwijk
Sat Aug 24 1996,Heerenveen,2-0,?,Ajax
Sat Aug 24 1996,NAC Breda,1-0,?,Sparta
Sat Aug 24 1996,Willem II,0-1,?,For Sittard
Sun Aug 25 1996,Feyenoord,3-0,?,Volendam
Sun Aug 25 1996,Nijmegen,0-0,?,AZ Alkmaar
Sun Aug 25 1996,PSV Eindhoven,4-1,?,Groningen
Sun Aug 25 1996,Twente,1-1,?,Roda JC
Sun Aug 25 1996,Vitesse,1-0,?,Utrecht
Tue Aug 27 1996,For Sittard,2-4,?,Heerenveen
Wed Aug 28 1996,Ajax,1-0,?,AZ Alkmaar
Wed Aug 28 1996,Feyenoord,2-1,?,Graafschap
Wed Aug 28 1996,Groningen,1-1,?,Roda JC
Wed Aug 28 1996,Utrecht,0-0,?,Twente
Wed Aug 28 1996,Vitesse,1-1,?,Sparta
Wed Aug 28 1996,Volendam,1-3,?,PSV Eindhoven
Wed Aug 28 1996,Willem II,1-3,?,Waalwijk
Thu Aug 29 1996,NAC Breda,1-1,?,Nijmegen
Tue Sep 3 1996,For Sittard,0-2,?,Feyenoord
Tue Sep 3 1996,Heerenveen,0-1,?,NAC Breda
Tue Sep 3 1996,Utrecht,0-0,?,Groningen
Wed Sep 4 1996,AZ Alkmaar,2-1,?,Volendam
Wed Sep 4 1996,Graafschap,4-0,?,Nijmegen
Wed Sep 4 1996,Roda JC,0-0,?,Ajax
Wed Sep 4 1996,Sparta,1-2,?,Twente
Wed Sep 4 1996,Willem II,2-1,?,Vitesse
Thu Sep 5 1996,PSV Eindhoven,4-0,?,Waalwijk
Fri Sep 6 1996,Groningen,1-5,?,Heerenveen
Sat Sep 7 1996,AZ Alkmaar,0-1,?,For Sittard
Sat Sep 7 1996,Feyenoord,4-1,?,Willem II
Sat Sep 7 1996,Roda JC,3-0,?,Volendam
Sun Sep 8 1996,Nijmegen,2-0,?,Ajax
Sun Sep 8 1996,PSV Eindhoven,5-0,?,NAC Breda
Sun Sep 8 1996,Sparta,3-2,?,Utrecht
Sun Sep 8 1996,Twente,1-0,?,Graafschap
Fri Sep 13 1996,Vitesse,1-1,?,Heerenveen
Sat Sep 14 1996,For Sittard,1-3,?,Utrecht
Sat Sep 14 1996,NAC Breda,1-0,?,AZ Alkmaar
Sun Sep 15 1996,Ajax,2-0,?,Sparta
Sun Sep 15 1996,Graafschap,2-1,?,PSV Eindhoven
Sun Sep 15 1996,Groningen,2-4,?,Nijmegen
Sun Sep 15 1996,Twente,0-1,?,Feyenoord
Sun Sep 15 1996,Volendam,2-1,?,Willem II
Sun Sep 15 1996,Waalwijk,0-2,?,Roda JC
Fri Sep 20 1996,Heerenveen,1-1,?,Nijmegen
Sat Sep 21 1996,For Sittard,1-1,?,Volendam
Sat Sep 21 1996,NAC Breda,0-1,?,Roda JC
Sat Sep 21 1996,PSV Eindhoven,0-0,?,Vitesse
Sat Sep 21 1996,Sparta,0-1,?,Feyenoord
Sat Sep 21 1996,Willem II,1-2,?,Twente
Sun Sep 22 1996,Ajax,1-1,?,Graafschap
Sun Sep 22 1996,AZ Alkmaar,3-1,?,Utrecht
Sun Sep 22 1996,Groningen,1-2,?,Waalwijk
Thu Sep 26 1996,Waalwijk,0-1,?,Vitesse
Sat Sep 28 1996,Graafschap,2-2,?,Willem II
Sat Sep 28 1996,Roda JC,0-1,?,For Sittard
Sun Sep 29 1996,Groningen,1-0,?,AZ Alkmaar
Sun Sep 29 1996,Sparta,1-0,?,Nijmegen
Sun Sep 29 1996,Twente,1-1,?,Ajax
Sun Sep 29 1996,Utrecht,2-2,?,PSV Eindhoven
Sun Sep 29 1996,Vitesse,4-2,?,Feyenoord
Sun Sep 29 1996,Volendam,2-2,?,Heerenveen
Sun Sep 29 1996,Waalwijk,1-2,?,NAC Breda
Tue Oct 8 1996,For Sittard,0-3,?,Graafschap
Tue Oct 8 1996,PSV Eindhoven,2-0,?,Twente
Wed Oct 9 1996,Ajax,3-0,?,Willem II
Wed Oct 9 1996,AZ Alkmaar,1-2,?,Sparta
Wed Oct 9 1996,Feyenoord,3-1,?,Groningen
Wed Oct 9 1996,NAC Breda,3-3,?,Utrecht
Wed Oct 9 1996,Nijmegen,1-1,?,Heerenveen
Wed Oct 9 1996,Vitesse,1-2,?,Roda JC
Wed Oct 9 1996,Waalwijk,0-0,?,Volendam
Fri Oct 11 1996,For Sittard,1-1,?,PSV Eindhoven
Sat Oct 12 1996,Graafschap,2-1,?,Vitesse
Sat Oct 12 1996,Heerenveen,0-0,?,Sparta
Sat Oct 12 1996,NAC Breda,1-2,?,Twente
Sat Oct 12 1996,Roda JC,0-2,?,AZ Alkmaar
Sat Oct 12 1996,Utrecht,1-1,?,Ajax
Sat Oct 12 1996,Volendam,1-0,?,Nijmegen
Sat Oct 12 1996,Waalwijk,1-1,?,Feyenoord
Sat Oct 12 1996,Willem II,3-1,?,Groningen
Fri Oct 18 1996,Nijmegen,2-2,?,Utrecht
Sat Oct 19 1996,AZ Alkmaar,2-3,?,Graafschap
Sat Oct 19 1996,Willem II,2-2,?,Heerenveen
Sun Oct 20 1996,Ajax,1-1,?,Volendam
Sun Oct 20 1996,Groningen,2-0,?,For Sittard
Sun Oct 20 1996,PSV Eindhoven,7-2,?,Feyenoord
Sun Oct 20 1996,Sparta,4-0,?,Roda JC
Sun Oct 20 1996,Twente,3-0,?,Waalwijk
Sun Oct 20 1996,Vitesse,3-0,?,NAC Breda
Tue Oct 22 1996,Utrecht,0-0,?,Willem II
Wed Oct 23 1996,Feyenoord,1-0,?,AZ Alkmaar
Wed Oct 23 1996,Heerenveen,0-1,?,PSV Eindhoven
Wed Oct 23 1996,NAC Breda,1-1,?,Groningen
Wed Oct 23 1996,Nijmegen,1-1,?,For Sittard
Wed Oct 23 1996,Roda JC,1-1,?,Vitesse
Wed Oct 23 1996,Sparta,0-3,?,Volendam
Thu Oct 24 1996,Ajax,2-0,?,Waalwijk
Sat Oct 26 1996,Feyenoord,2-1,?,Utrecht
Sat Oct 26 1996,Graafschap,2-0,?,For Sittard
Sat Oct 26 1996,PSV Eindhoven,8-0,?,Roda JC
Sun Oct 27 1996,AZ Alkmaar,2-2,?,Nijmegen
Sun Oct 27 1996,Twente,0-2,?,Sparta
Sun Oct 27 1996,Vitesse,1-4,?,Ajax
Sun Oct 27 1996,Volendam,2-2,?,Groningen
Sun Oct 27 1996,Waalwijk,0-3,?,Heerenveen
Sun Oct 27 1996,Willem II,2-0,?,NAC Breda
Fri Nov 1 1996,For Sittard,1-5,?,Vitesse
Sat Nov 2 1996,AZ Alkmaar,0-2,?,Heerenveen
Sat Nov 2 1996,Nijmegen,3-2,?,Sparta
Sat Nov 2 1996,Roda JC,3-0,?,Graafschap
Sun Nov 3 1996,Groningen,0-1,?,Feyenoord
Sun Nov 3 1996,Twente,1-2,?,PSV Eindhoven
Sun Nov 3 1996,Utrecht,3-1,?,NAC Breda
Sun Nov 3 1996,Volendam,1-0,?,Waalwijk
Sun Nov 3 1996,Willem II,0-1,?,Ajax
Tue Nov 5 1996,Sparta,1-2,?,AZ Alkmaar
Wed Nov 6 1996,Utrecht,1-0,?,Volendam
