Date,Team 1,FT,HT,Team 2
Sat Aug 17 1996,Arsenal,2-0,2-0,West Ham
Sat Aug 17 1996,Blackburn,0-2,0-1,Tottenham
Sat Aug 17 1996,Coventry,0-3,0-2,Nott'm Forest
Sat Aug 17 1996,Derby,3-3,0-1,Leeds
Sat Aug 17 1996,Everton,2-0,2-0,Newcastle
Sat Aug 17 1996,Middlesbrough,3-3,2-2,Liverpool
Sat Aug 17 1996,Sheffield Weds,2-1,0-0,Aston Villa
Sat Aug 17 1996,Sunderland,0-0,0-0,Leicester
Sat Aug 17 1996,Wimbledon,0-3,0-1,Man United
Sun Aug 18 1996,Southampton,0-0,0-0,Chelsea
Mon Aug 19 1996,Liverpool,2-0,0-0,Arsenal
Tue Aug 20 1996,Leeds,0-2,0-1,Sheffield Weds
Wed Aug 21 1996,Aston Villa,1-0,0-0,Blackburn
Wed Aug 21 1996,Chelsea,1-0,0-0,Middlesbrough
Wed Aug 21 1996,Leicester,2-1,2-0,Southampton
Wed Aug 21 1996,Man United,2-2,0-2,Everton
Wed Aug 21 1996,Newcastle,2-0,1-0,Wimbledon
Wed Aug 21 1996,Nott'm Forest,1-4,1-4,Sunderland
Wed Aug 21 1996,Tottenham,1-1,1-0,Derby
Wed Aug 21 1996,West Ham,1-1,0-1,Coventry
Sat Aug 24 1996,Aston Villa,2-0,1-0,Derby
Sat Aug 24 1996,Chelsea,2-0,1-0,Coventry
Sat Aug 24 1996,Leicester,0-2,0-1,Arsenal
Sat Aug 24 1996,Liverpool,0-0,0-0,Sunderland
Sat Aug 24 1996,Newcastle,1-2,1-1,Sheffield Weds
Sat Aug 24 1996,Nott'm Forest,1-1,0-0,Middlesbrough
Sat Aug 24 1996,Tottenham,0-0,0-0,Everton
Sat Aug 24 1996,West Ham,2-1,0-1,Southampton
Sun Aug 25 1996,Man United,2-2,1-1,Blackburn
Mon Aug 26 1996,Leeds,1-0,0-0,Wimbledon
Mon Sep 2 1996,Sheffield Weds,2-1,1-1,Leicester
Wed Sep 4 1996,Arsenal,3-3,1-2,Chelsea
Wed Sep 4 1996,Blackburn,0-1,0-1,Leeds
Wed Sep 4 1996,Coventry,0-1,0-0,Liverpool
Wed Sep 4 1996,Derby,1-1,1-1,Man United
Wed Sep 4 1996,Everton,0-1,0-0,Aston Villa
Wed Sep 4 1996,Middlesbrough,4-1,2-0,West Ham
Wed Sep 4 1996,Southampton,2-2,0-2,Nott'm Forest
Wed Sep 4 1996,Sunderland,1-2,1-0,Newcastle
Wed Sep 4 1996,Wimbledon,1-0,1-0,Tottenham
Sat Sep 7 1996,Aston Villa,2-2,1-0,Arsenal
Sat Sep 7 1996,Leeds,0-4,0-1,Man United
Sat Sep 7 1996,Liverpool,2-1,1-0,Southampton
Sat Sep 7 1996,Middlesbrough,4-0,2-0,Coventry
Sat Sep 7 1996,Nott'm Forest,0-0,0-0,Leicester
Sat Sep 7 1996,Sheffield Weds,0-2,0-1,Chelsea
Sat Sep 7 1996,Tottenham,1-2,1-1,Newcastle
Sat Sep 7 1996,Wimbledon,4-0,1-0,Everton
Sun Sep 8 1996,Sunderland,0-0,0-0,West Ham
Mon Sep 9 1996,Blackburn,1-2,1-1,Derby
Sat Sep 14 1996,Coventry,2-1,0-1,Leeds
Sat Sep 14 1996,Derby,1-0,0-0,Sunderland
Sat Sep 14 1996,Everton,1-2,1-0,Middlesbrough
Sat Sep 14 1996,Man United,4-1,2-1,Nott'm Forest
Sat Sep 14 1996,Newcastle,2-1,1-0,Blackburn
Sat Sep 14 1996,Southampton,0-1,0-0,Tottenham
Sat Sep 14 1996,West Ham,0-2,0-0,Wimbledon
Sun Sep 15 1996,Chelsea,1-1,1-1,Aston Villa
Sun Sep 15 1996,Leicester,0-3,0-0,Liverpool
Mon Sep 16 1996,Arsenal,4-1,0-1,Sheffield Weds
Sat Sep 21 1996,Aston Villa,0-0,0-0,Man United
Sat Sep 21 1996,Blackburn,1-1,1-1,Everton
Sat Sep 21 1996,Leeds,0-1,0-0,Newcastle
Sat Sep 21 1996,Liverpool,5-1,3-0,Chelsea
Sat Sep 21 1996,Middlesbrough,0-2,0-2,Arsenal
Sat Sep 21 1996,Nott'm Forest,0-2,0-1,West Ham
Sat Sep 21 1996,Sheffield Weds,0-0,0-0,Derby
Sat Sep 21 1996,Sunderland,1-0,0-0,Coventry
Sun Sep 22 1996,Tottenham,1-2,0-1,Leicester
Mon Sep 23 1996,Wimbledon,3-1,2-0,Southampton
Sat Sep 28 1996,Arsenal,2-0,0-0,Sunderland
Sat Sep 28 1996,Chelsea,1-1,0-0,Nott'm Forest
Sat Sep 28 1996,Coventry,0-0,0-0,Blackburn
Sat Sep 28 1996,Derby,0-2,0-0,Wimbledon
Sat Sep 28 1996,Everton,2-0,1-0,Sheffield Weds
Sat Sep 28 1996,Leicester,1-0,0-0,Leeds
Sat Sep 28 1996,Southampton,4-0,2-0,Middlesbrough
Sun Sep 29 1996,Man United,2-0,1-0,Tottenham
Sun Sep 29 1996,West Ham,1-2,1-1,Liverpool
Mon Sep 30 1996,Newcastle,4-3,3-1,Aston Villa
Sat Oct 12 1996,Blackburn,0-2,0-1,Arsenal
Sat Oct 12 1996,Derby,0-1,0-0,Newcastle
Sat Oct 12 1996,Everton,2-1,1-0,West Ham
Sat Oct 12 1996,Leeds,2-0,0-0,Nott'm Forest
Sat Oct 12 1996,Leicester,1-3,1-0,Chelsea
Sat Oct 12 1996,Man United,1-0,1-0,Liverpool
Sat Oct 12 1996,Tottenham,1-0,0-0,Aston Villa
Sat Oct 12 1996,Wimbledon,4-2,2-1,Sheffield Weds
Sun Oct 13 1996,Coventry,1-1,0-1,Southampton
Mon Oct 14 1996,Sunderland,2-2,1-1,Middlesbrough
Sat Oct 19 1996,Arsenal,0-0,0-0,Coventry
Sat Oct 19 1996,Aston Villa,2-0,0-0,Leeds
Sat Oct 19 1996,Chelsea,2-4,1-2,Wimbledon
Sat Oct 19 1996,Middlesbrough,0-3,0-2,Tottenham
Sat Oct 19 1996,Nott'm Forest,1-1,1-0,Derby
Sat Oct 19 1996,Sheffield Weds,1-1,1-0,Blackburn
Sat Oct 19 1996,Southampton,3-0,1-0,Sunderland
Sat Oct 19 1996,West Ham,1-0,0-0,Leicester
Sun Oct 20 1996,Newcastle,5-0,2-0,Man United
Sat Oct 26 1996,Arsenal,3-0,2-0,Leeds
Sat Oct 26 1996,Chelsea,3-1,1-1,Tottenham
Sat Oct 26 1996,Coventry,0-0,0-0,Sheffield Weds
Sat Oct 26 1996,Leicester,2-0,1-0,Newcastle
Sat Oct 26 1996,Middlesbrough,0-0,0-0,Wimbledon
Sat Oct 26 1996,Southampton,6-3,3-1,Man United
Sat Oct 26 1996,Sunderland,1-0,1-0,Aston Villa
Sat Oct 26 1996,West Ham,2-1,0-1,Blackburn
Sun Oct 27 1996,Liverpool,2-1,0-0,Derby
Mon Oct 28 1996,Nott'm Forest,0-1,0-1,Everton
Sat Nov 2 1996,Aston Villa,2-0,1-0,Nott'm Forest
Sat Nov 2 1996,Derby,2-0,0-0,Leicester
Sat Nov 2 1996,Leeds,3-0,1-0,Sunderland
Sat Nov 2 1996,Man United,1-2,0-1,Chelsea
Sat Nov 2 1996,Sheffield Weds,1-1,1-0,Southampton
Sat Nov 2 1996,Tottenham,1-0,0-0,West Ham
Sat Nov 2 1996,Wimbledon,2-2,1-1,Arsenal
Sun Nov 3 1996,Blackburn,3-0,2-0,Liverpool
Sun Nov 3 1996,Newcastle,3-1,1-0,Middlesbrough
Mon Nov 4 1996,Everton,1-1,1-0,Coventry
Sat Nov 16 1996,Aston Villa,1-3,1-2,Leicester
Sat Nov 16 1996,Blackburn,1-1,0-0,Chelsea
