Date,Team 1,FT,HT,Team 2
Fri Aug 23 1996,Espinho,1-3,?,Sp Lisbon
Sat Aug 24 1996,Belenenses,2-4,?,Boavista
Sun Aug 25 1996,Benfica,1-1,?,Sp Braga
Sun Aug 25 1996,Guimaraes,4-2,?,Gil Vicente
Sun Aug 25 1996,Porto,2-2,?,Setubal
Sun Sep 1 1996,Farense,1-0,?,Est Amadora
Sun Sep 1 1996,Leca,3-0,?,Leiria
Sun Sep 1 1996,Maritimo,3-3,?,Desp. Chaves
Sun Sep 1 1996,Rio Ave,1-1,?,Salgueiros
Fri Sep 6 1996,Sp Lisbon,0-0,?,Farense
Sat Sep 7 1996,Boavista,0-2,?,Espinho
Sat Sep 7 1996,Gil Vicente,0-3,?,Benfica
Sat Sep 7 1996,Leiria,0-3,?,Porto
Sat Sep 7 1996,Setubal,4-0,?,Guimaraes
Sun Sep 8 1996,Desp. Chaves,1-0,?,Leca
Sun Sep 8 1996,Est Amadora,0-0,?,Rio Ave
Sun Sep 8 1996,Salgueiros,0-0,?,Maritimo
Sun Sep 8 1996,Sp Braga,3-1,?,Belenenses
Sat Sep 14 1996,Rio Ave,3-4,?,Sp Lisbon
Sun Sep 15 1996,Belenenses,0-0,?,Espinho
Sun Sep 15 1996,Benfica,5-1,?,Setubal
Sun Sep 15 1996,Farense,2-0,?,Boavista
Sun Sep 15 1996,Guimaraes,3-0,?,Leiria
Sun Sep 15 1996,Leca,3-1,?,Salgueiros
Sun Sep 15 1996,Maritimo,2-0,?,Est Amadora
Sun Sep 15 1996,Porto,2-0,?,Desp. Chaves
Sun Sep 15 1996,Sp Braga,4-1,?,Gil Vicente
Fri Sep 20 1996,Sp Lisbon,3-0,?,Maritimo
Sat Sep 21 1996,Boavista,2-0,?,Rio Ave
Sat Sep 21 1996,Desp. Chaves,0-0,?,Guimaraes
Sat Sep 21 1996,Salgueiros,0-1,?,Porto
Sun Sep 22 1996,Espinho,1-0,?,Farense
Sun Sep 22 1996,Est Amadora,1-0,?,Leca
Sun Sep 22 1996,Gil Vicente,1-2,?,Belenenses
Sun Sep 22 1996,Leiria,0-2,?,Benfica
Sun Sep 22 1996,Setubal,1-1,?,Sp Braga
Sat Sep 28 1996,Leca,0-1,?,Sp Lisbon
Sun Sep 29 1996,Belenenses,1-2,?,Farense
Sun Sep 29 1996,Gil Vicente,0-0,?,Setubal
Sun Sep 29 1996,Guimaraes,1-2,?,Salgueiros
Sun Sep 29 1996,Maritimo,2-2,?,Boavista
Sun Sep 29 1996,Porto,0-0,?,Est Amadora
Sun Sep 29 1996,Rio Ave,0-3,?,Espinho
Sun Sep 29 1996,Sp Braga,1-0,?,Leiria
Mon Sep 30 1996,Benfica,3-0,?,Desp. Chaves
Fri Oct 11 1996,Espinho,1-0,?,Maritimo
Sat Oct 12 1996,Boavista,0-0,?,Leca
Sat Oct 12 1996,Est Amadora,2-0,?,Guimaraes
Sat Oct 12 1996,Sp Lisbon,0-1,?,Porto
Sun Oct 13 1996,Desp. Chaves,5-2,?,Sp Braga
Sun Oct 13 1996,Farense,2-1,?,Rio Ave
Sun Oct 13 1996,Leiria,2-0,?,Gil Vicente
Sun Oct 13 1996,Salgueiros,0-1,?,Benfica
Sun Oct 13 1996,Setubal,2-0,?,Belenenses
Sun Oct 20 1996,Belenenses,2-1,?,Rio Ave
Sun Oct 20 1996,Benfica,2-0,?,Est Amadora
Sun Oct 20 1996,Gil Vicente,3-0,?,Desp. Chaves
Sun Oct 20 1996,Guimaraes,0-1,?,Sp Lisbon
Sun Oct 20 1996,Leca,1-1,?,Espinho
Sun Oct 20 1996,Maritimo,1-0,?,Farense
Sun Oct 20 1996,Porto,1-0,?,Boavista
Sun Oct 20 1996,Setubal,4-1,?,Leiria
Sun Oct 20 1996,Sp Braga,0-0,?,Salgueiros
Sun Oct 27 1996,Boavista,2-2,?,Guimaraes
Sun Oct 27 1996,Desp. Chaves,0-1,?,Setubal
Sun Oct 27 1996,Espinho,0-5,?,Porto
Sun Oct 27 1996,Est Amadora,3-1,?,Sp Braga
Sun Oct 27 1996,Farense,0-0,?,Leca
Sun Oct 27 1996,Leiria,3-1,?,Belenenses
Sun Oct 27 1996,Rio Ave,2-3,?,Maritimo
Sun Oct 27 1996,Salgueiros,3-2,?,Gil Vicente
Sun Oct 27 1996,Sp Lisbon,1-0,?,Benfica
Sun Nov 3 1996,Belenenses,2-0,?,Maritimo
Sun Nov 3 1996,Benfica,1-1,?,Boavista
Sun Nov 3 1996,Gil Vicente,0-1,?,Est Amadora
Sun Nov 3 1996,Guimaraes,2-4,?,Espinho
Sun Nov 3 1996,Leca,3-2,?,Rio Ave
Sun Nov 3 1996,Leiria,0-1,?,Desp. Chaves
Sun Nov 3 1996,Porto,2-0,?,Farense
Sun Nov 3 1996,Setubal,1-1,?,Salgueiros
Sun Nov 3 1996,Sp Braga,1-0,?,Sp Lisbon
Sat Nov 16 1996,Boavista,3-0,?,Sp Braga
Sat Nov 16 1996,Desp. Chaves,2-2,?,Belenenses
Sat Nov 16 1996,Espinho,0-3,?,Benfica
Sat Nov 16 1996,Est Amadora,2-0,?,Setubal
Sat Nov 16 1996,Farense,1-0,?,Guimaraes
Sat Nov 16 1996,Maritimo,0-1,?,Leca
Sat Nov 16 1996,Rio Ave,0-1,?,Porto
Sat Nov 16 1996,Salgueiros,3-0,?,Leiria
Sat Nov 16 1996,Sp Lisbon,2-0,?,Gil Vicente
Sat Nov 23 1996,Belenenses,0-4,?,Leca
Sat Nov 23 1996,Benfica,2-1,?,Farense
Sat Nov 23 1996,Desp. Chaves,1-1,?,Salgueiros
Sat Nov 23 1996,Gil Vicente,2-4,?,Boavista
Sat Nov 23 1996,Guimaraes,2-0,?,Rio Ave
Sat Nov 23 1996,Leiria,2-0,?,Est Amadora
Sat Nov 23 1996,Porto,4-1,?,Maritimo
Sat Nov 23 1996,Setubal,1-0,?,Sp Lisbon
Sat Nov 23 1996,Sp Braga,2-1,?,Espinho
Fri Nov 29 1996,Boavista,0-0,?,Setubal
Fri Nov 29 1996,Leca,2-4,?,Porto
Sat Nov 30 1996,Rio Ave,0-1,?,Benfica
Sun Dec 1 1996,Espinho,1-0,?,Gil Vicente
Sun Dec 1 1996,Est Amadora,3-0,?,Desp. Chaves
Sun Dec 1 1996,Farense,2-2,?,Sp Braga
Sun Dec 1 1996,Maritimo,1-2,?,Guimaraes
Sun Dec 1 1996,Salgueiros,1-2,?,Belenenses
Sun Dec 1 1996,Sp Lisbon,0-0,?,Leiria
Fri Dec 20 1996,Desp. Chaves,0-0,?,Sp Lisbon
Sat Dec 21 1996,Belenenses,0-2,?,Porto
Sun Dec 22 1996,Benfica,0-0,?,Maritimo
Sun Dec 22 1996,Gil Vicente,1-1,?,Farense
Sun Dec 22 1996,Guimaraes,3-0,?,Leca
Sun Dec 22 1996,Leiria,1-1,?,Boavista
Sun Dec 22 1996,Salgueiros,3-3,?,Est Amadora
Sun Dec 22 1996,Setubal,0-2,?,Espinho
Sun Dec 22 1996,Sp Braga,1-0,?,Rio Ave
Fri Jan 3 1997,Leca,1-5,?,Benfica
Sat Jan 4 1997,Porto,3-1,?,Guimaraes
Sun Jan 5 1997,Boavista,0-1,?,Desp. Chaves
Sun Jan 5 1997,Espinho,1-0,?,Leiria
Sun Jan 5 1997,Est Amadora,2-2,?,Belenenses
Sun Jan 5 1997,Farense,1-1,?,Setubal
Sun Jan 5 1997,Maritimo,1-1,?,Sp Braga
Sun Jan 5 1997,Rio Ave,0-2,?,Gil Vicente
Sun Jan 5 1997,Sp Lisbon,4-0,?,Salgueiros
Fri Jan 10 1997,Est Amadora,0-1,?,Sp Lisbon
Sat Jan 11 1997,Benfica,1-2,?,Porto
Sun Jan 12 1997,Belenenses,1-1,?,Guimaraes
Sun Jan 12 1997,Desp. Chaves,1-0,?,Espinho
Sun Jan 12 1997,Gil Vicente,1-2,?,Maritimo
Sun Jan 12 1997,Leiria,0-0,?,Farense
Sun Jan 12 1997,Salgueiros,3-2,?,Boavista
Sun Jan 12 1997,Setubal,1-1,?,Rio Ave
Sun Jan 12 1997,Sp Braga,1-0,?,Leca
Fri Jan 17 1997,Belenenses,2-2,?,Sp Lisbon
Sat Jan 18 1997,Boavista,2-2,?,Est Amadora
Sun Jan 19 1997,Espinho,1-1,?,Salgueiros
Sun Jan 19 1997,Farense,0-2,?,Desp. Chaves
Sun Jan 19 1997,Guimaraes,1-0,?,Benfica
Sun Jan 19 1997,Leca,1-1,?,Gil Vicente
Sun Jan 19 1997,Maritimo,3-2,?,Setubal
Sun Jan 19 1997,Porto,5-0,?,Sp Braga
Sun Jan 19 1997,Rio Ave,3-1,?,Leiria
Sat Jan 25 1997,Benfica,1-2,?,Belenenses
Sat Jan 25 1997,Sp Lisbon,3-1,?,Boavista
Sun Jan 26 1997,Desp. Chaves,1-1,?,Rio Ave
Sun Jan 26 1997,Est Amadora,2-0,?,Espinho
Sun Jan 26 1997,Leiria,2-0,?,Maritimo
Sun Jan 26 1997,Salgueiros,2-1,?,Farense
Sun Jan 26 1997,Setubal,1-0,?,Leca
Sun Jan 26 1997,Sp Braga,0-2,?,Guimaraes
Mon Jan 27 1997,Gil Vicente,0-3,?,Porto
Fri Jan 31 1997,Setubal,1-3,?,Porto
Sat Feb 1 1997,Sp Braga,1-1,?,Benfica
Sat Feb 1 1997,Sp Lisbon,4-0,?,Espinho
Sun Feb 2 1997,Boavista,1-1,?,Belenenses
Sun Feb 2 1997,Desp. Chaves,2-1,?,Maritimo
Sun Feb 2 1997,Est Amadora,2-1,?,Farense
Sun Feb 2 1997,Gil Vicente,1-1,?,Guimaraes
Sun Feb 2 1997,Leiria,1-1,?,Leca
Sun Feb 2 1997,Salgueiros,1-3,?,Rio Ave
Sat Feb 8 1997,Belenenses,1-2,?,Sp Braga
Sat Feb 8 1997,Benfica,1-0,?,Gil Vicente
Sat Feb 8 1997,Espinho,0-0,?,Boavista
Sat Feb 8 1997,Farense,0-0,?,Sp Lisbon
Sat Feb 8 1997,Guimaraes,3-0,?,Setubal
Sat Feb 8 1997,Leca,3-2,?,Desp. Chaves
Sat Feb 8 1997,Maritimo,3-1,?,Salgueiros
Sat Feb 8 1997,Porto,2-0,?,Leiria
Sat Feb 8 1997,Rio Ave,2-0,?,Est Amadora
Sat Feb 15 1997,Desp. Chaves,2-4,?,Porto
Sat Feb 15 1997,Setubal,0-2,?,Benfica
Sat Feb 15 1997,Sp Lisbon,2-0,?,Rio Ave
Sun Feb 16 1997,Boavista,1-1,?,Farense
Sun Feb 16 1997,Espinho,0-1,?,Belenenses
Sun Feb 16 1997,Est Amadora,0-0,?,Maritimo
Sun Feb 16 1997,Gil Vicente,1-1,?,Sp Braga
Sun Feb 16 1997,Leiria,2-3,?,Guimaraes
Sun Feb 16 1997,Salgueiros,1-0,?,Leca
Sat Feb 22 1997,Guimaraes,4-1,?,Desp. Chaves
Sun Feb 23 1997,Belenenses,1-1,?,Gil Vicente
Sun Feb 23 1997,Benfica,1-0,?,Leiria
Sun Feb 23 1997,Farense,3-1,?,Espinho
Sun Feb 23 1997,Leca,1-1,?,Est Amadora
Sun Feb 23 1997,Porto,1-2,?,Salgueiros
Sun Feb 23 1997,Rio Ave,0-0,?,Boavista
Sun Feb 23 1997,Sp Braga,2-1,?,Setubal
Mon Feb 24 1997,Maritimo,1-2,?,Sp Lisbon
Fri Feb 28 1997,Est Amadora,2-2,?,Porto
Sat Mar 1 1997,Desp. Chaves,3-1,?,Benfica
Sat Mar 1 1997,Sp Lisbon,1-0,?,Leca
Sun Mar 2 1997,Boavista,3-1,?,Maritimo
Sun Mar 2 1997,Espinho,1-2,?,Rio Ave
Sun Mar 2 1997,Farense,0-2,?,Belenenses
Sun Mar 2 1997,Leiria,1-2,?,Sp Braga
Sun Mar 2 1997,Salgueiros,0-0,?,Guimaraes
Sun Mar 2 1997,Setubal,1-0,?,Gil Vicente
Sat Mar 15 1997,Porto,1-2,?,Sp Lisbon
Sun Mar 16 1997,Belenenses,2-1,?,Setubal
Sun Mar 16 1997,Benfica,3-4,?,Salgueiros
Sun Mar 16 1997,Gil Vicente,3-4,?,Leiria
Sun Mar 16 1997,Guimaraes,3-1,?,Est Amadora
Sun Mar 16 1997,Leca,1-3,?,Boavista
Sun Mar 16 1997,Maritimo,1-0,?,Espinho
Sun Mar 16 1997,Rio Ave,0-0,?,Farense
Sun Mar 16 1997,Sp Braga,3-0,?,Desp. Chaves
Sat Mar 22 1997,Sp Lisbon,4-1,?,Guimaraes
Sun Mar 23 1997,Boavista,0-2,?,Porto
Sun Mar 23 1997,Desp. Chaves,4-1,?,Gil Vicente
Sun Mar 23 1997,Espinho,0-2,?,Leca
Sun Mar 23 1997,Farense,1-0,?,Maritimo
Sun Mar 23 1997,Leiria,0-0,?,Setubal
Sun Mar 23 1997,Rio Ave,4-1,?,Belenenses
Sun Mar 23 1997,Salgueiros,3-0,?,Sp Braga
Mon Mar 24 1997,Est Amadora,1-1,?,Benfica
Sat Apr 5 1997,Benfica,1-0,?,Sp Lisbon
Sun Apr 6 1997,Belenenses,1-0,?,Leiria
Sun Apr 6 1997,Gil Vicente,1-3,?,Salgueiros
Sun Apr 6 1997,Leca,0-0,?,Farense
Sun Apr 6 1997,Maritimo,1-0,?,Rio Ave
Sun Apr 6 1997,Porto,3-0,?,Espinho
Sun Apr 6 1997,Setubal,1-0,?,Desp. Chaves
Sun Apr 6 1997,Sp Braga,1-2,?,Est Amadora
Mon Apr 7 1997,Guimaraes,0-4,?,Boavista
Fri Apr 11 1997,Farense,1-2,?,Porto
Sat Apr 12 1997,Boavista,1-1,?,Benfica
Sat Apr 12 1997,Maritimo,1-0,?,Belenenses
Sat Apr 12 1997,Sp Lisbon,1-0,?,Sp Braga
Sun Apr 13 1997,Desp. Chaves,2-0,?,Leiria
Sun Apr 13 1997,Espinho,1-4,?,Guimaraes
Sun Apr 13 1997,Est Amadora,2-0,?,Gil Vicente
Sun Apr 13 1997,Rio Ave,2-0,?,Leca
Sun Apr 13 1997,Salgueiros,3-2,?,Setubal
Sat Apr 19 1997,Gil Vicente,0-3,?,Sp Lisbon
Sun Apr 20 1997,Belenenses,0-0,?,Desp. Chaves
Sun Apr 20 1997,Benfica,2-0,?,Espinho
Sun Apr 20 1997,Guimaraes,3-2,?,Farense
Sun Apr 20 1997,Leca,1-0,?,Maritimo
Sun Apr 20 1997,Leiria,0-1,?,Salgueiros
Sun Apr 20 1997,Porto,2-2,?,Rio Ave
Sun Apr 20 1997,Setubal,1-2,?,Est Amadora
Sun Apr 20 1997,Sp Braga,1-0,?,Boavista
Fri Apr 25 1997,Maritimo,0-2,?,Porto
Sat Apr 26 1997,Farense,1-2,?,Benfica
Sun Apr 27 1997,Boavista,7-0,?,Gil Vicente
Sun Apr 27 1997,Espinho,0-1,?,Sp Braga
Sun Apr 27 1997,Est Amadora,0-1,?,Leiria
Sun Apr 27 1997,Leca,3-2,?,Belenenses
Sun Apr 27 1997,Rio Ave,1-1,?,Guimaraes
Sun Apr 27 1997,Salgueiros,1-0,?,Desp. Chaves
Sun Apr 27 1997,Sp Lisbon,2-1,?,Setubal
Fri May 2 1997,Guimaraes,0-1,?,Maritimo
Sun May 4 1997,Belenenses,0-0,?,Salgueiros
Sun May 4 1997,Benfica,0-0,?,Rio Ave
Sun May 4 1997,Desp. Chaves,1-0,?,Est Amadora
Sun May 4 1997,Gil Vicente,1-0,?,Espinho
Sun May 4 1997,Leiria,1-0,?,Sp Lisbon
Sun May 4 1997,Porto,2-1,?,Leca
Sun May 4 1997,Setubal,2-2,?,Boavista
Sun May 4 1997,Sp Braga,2-1,?,Farense
Fri May 9 1997,Boavista,3-0,?,Leiria
Sat May 10 1997,Maritimo,2-0,?,Benfica
Sun May 11 1997,Espinho,0-3,?,Setubal
Sun May 11 1997,Est Amadora,2-1,?,Salgueiros
Sun May 11 1997,Farense,2-1,?,Gil Vicente
Sun May 11 1997,Leca,1-1,?,Guimaraes
Sun May 11 1997,Porto,2-1,?,Belenenses
Sun May 11 1997,Rio Ave,1-0,?,Sp Braga
Sun May 11 1997,Sp Lisbon,2-0,?,Desp. Chaves
Fri May 16 1997,Salgueiros,0-3,?,Sp Lisbon
Sat May 17 1997,Desp. Chaves,2-1,?,Boavista
Sat May 17 1997,Guimaraes,0-4,?,Porto
Sun May 18 1997,Belenenses,0-0,?,Est Amadora
Sun May 18 1997,Benfica,1-0,?,Leca
Sun May 18 1997,Gil Vicente,2-2,?,Rio Ave
Sun May 18 1997,Leiria,2-2,?,Espinho
Sun May 18 1997,Setubal,0-1,?,Farense
Sun May 18 1997,Sp Braga,0-0,?,Maritimo
Sat May 24 1997,Porto,3-1,?,Benfica
Sun May 25 1997,Boavista,5-0,?,Salgueiros
Sun May 25 1997,Espinho,1-1,?,Desp. Chaves
Sun May 25 1997,Farense,4-0,?,Leiria
Sun May 25 1997,Guimaraes,1-0,?,Belenenses
Sun May 25 1997,Leca,0-0,?,Sp Braga
Sun May 25 1997,Maritimo,6-0,?,Gil Vicente
Sun May 25 1997,Rio Ave,1-0,?,Setubal
Mon May 26 1997,Sp Lisbon,0-0,?,Est Amadora
Fri May 30 1997,Benfica,0-2,?,Guimaraes
Sat May 31 1997,Sp Braga,2-1,?,Porto
Sun Jun 1 1997,Desp. Chaves,1-1,?,Farense
Sun Jun 1 1997,Est Amadora,2-5,?,Boavista
Sun Jun 1 1997,Gil Vicente,1-0,?,Leca
Sun Jun 1 1997,Leiria,1-0,?,Rio Ave
Sun Jun 1 1997,Salgueiros,5-0,?,Espinho
Sun Jun 1 1997,Setubal,0-0,?,Maritimo
Sun Jun 1 1997,Sp Lisbon,3-1,?,Belenenses
Sun Jun 15 1997,Belenenses,1-0,?,Benfica
Sun Jun 15 1997,Boavista,2-1,?,Sp Lisbon
Sun Jun 15 1997,Espinho,2-1,?,Est Amadora
Sun Jun 15 1997,Farense,1-1,?,Salgueiros
Sun Jun 15 1997,Guimaraes,0-0,?,Sp Braga
Sun Jun 15 1997,Leca,0-2,?,Setubal
Sun Jun 15 1997,Maritimo,2-0,?,Leiria
Sun Jun 15 1997,Porto,3-0,?,Gil Vicente
Sun Jun 15 1997,Rio Ave,0-0,?,Desp. Chaves
