Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 6 Aug 1999 (31),Galatasaray (1),1-2,1-1,Gaziantepspor (1)
?,(Sat) 7 Aug 1999 (31),Gençlerbirliği (1),1-0,1-0,Beşiktaş (1)
?,(Sat) 7 Aug 1999 (31),Samsunspor (1),2-0,1-0,Ankaragucu (1)
?,(Sun) 8 Aug 1999 (31),Adanaspor (1),1-2,0-2,Trabzonspor (1)
?,(Sun) 8 Aug 1999 (31),Antalyaspor (1),0-3,?,Istanbulspor (1)
?,(Sun) 8 Aug 1999 (31),Bursaspor (1),1-4,1-0,Altay (1)
?,(Sun) 8 Aug 1999 (31),Erzurumspor (1),0-1,0-1,Denizlispor (1)
?,(Sun) 8 Aug 1999 (31),Fenerbahçe (1),3-0,?,Vanspor (1)
?,(Sun) 8 Aug 1999 (31),Goztep (1),0-0,0-0,Kocaelispor (1)
?,(Fri) 13 Aug 1999 (32),Altay (2),0-0,0-0,Goztep (2)
?,(Sat) 14 Aug 1999 (32),Fenerbahçe (2),1-1,1-0,Kocaelispor (2)
?,(Sat) 14 Aug 1999 (32),Istanbulspor (2),1-0,0-0,Bursaspor (2)
?,(Sun) 15 Aug 1999 (32),Ankaragucu (2),0-0,0-0,Adanaspor (2)
?,(Sun) 15 Aug 1999 (32),Beşiktaş (2),4-0,2-0,Samsunspor (2)
?,(Sun) 15 Aug 1999 (32),Denizlispor (2),1-3,1-0,Gençlerbirliği (2)
?,(Sun) 15 Aug 1999 (32),Gaziantepspor (2),1-2,1-1,Antalyaspor (2)
?,(Sun) 15 Aug 1999 (32),Trabzonspor (2),1-2,1-2,Galatasaray (2)
?,(Sun) 15 Aug 1999 (32),Vanspor (2),0-2,0-0,Erzurumspor (2)
?,(Fri) 10 Sep 1999 (36),Antalyaspor (3),0-2,0-0,Trabzonspor (3)
?,(Sat) 11 Sep 1999 (36),Galatasaray (3),5-0,3-0,Ankaragucu (3)
?,(Sun) 12 Sep 1999 (36),Beşiktaş (3),1-1,1-0,Denizlispor (3)
?,(Sun) 12 Sep 1999 (36),Bursaspor (3),0-1,0-0,Gaziantepspor (3)
?,(Sun) 12 Sep 1999 (36),Erzurumspor (3),3-3,1-0,Kocaelispor (3)
?,(Sun) 12 Sep 1999 (36),Fenerbahçe (3),3-1,1-0,Altay (3)
?,(Sun) 12 Sep 1999 (36),Gençlerbirliği (3),1-1,1-1,Vanspor (3)
?,(Sun) 12 Sep 1999 (36),Goztep (3),2-0,0-0,Istanbulspor (3)
?,(Sun) 12 Sep 1999 (36),Samsunspor (3),2-1,1-0,Adanaspor (3)
?,(Fri) 17 Sep 1999 (37),Adanaspor (4),3-4,1-2,Galatasaray (4)
?,(Sat) 18 Sep 1999 (37),Gençlerbirliği (4),0-4,0-2,Kocaelispor (4)
?,(Sat) 18 Sep 1999 (37),Trabzonspor (4),2-0,1-0,Bursaspor (4)
?,(Sun) 19 Sep 1999 (37),Altay (4),3-0,2-0,Erzurumspor (4)
?,(Sun) 19 Sep 1999 (37),Ankaragucu (4),1-3,0-2,Antalyaspor (4)
?,(Sun) 19 Sep 1999 (37),Denizlispor (4),4-1,0-0,Samsunspor (4)
?,(Sun) 19 Sep 1999 (37),Gaziantepspor (4),2-1,2-0,Goztep (4)
?,(Sun) 19 Sep 1999 (37),Istanbulspor (4),1-4,0-2,Fenerbahçe (4)
?,(Sun) 19 Sep 1999 (37),Vanspor (4),0-6,0-1,Beşiktaş (4)
?,(Fri) 24 Sep 1999 (38),Samsunspor (5),0-1,0-0,Galatasaray (5)
?,(Sat) 25 Sep 1999 (38),Beşiktaş (5),1-0,0-0,Kocaelispor (5)
?,(Sun) 26 Sep 1999 (38),Antalyaspor (5),2-2,1-0,Adanaspor (5)
?,(Sun) 26 Sep 1999 (38),Bursaspor (5),3-1,1-0,Ankaragucu (5)
?,(Sun) 26 Sep 1999 (38),Denizlispor (5),1-0,1-0,Vanspor (5)
?,(Sun) 26 Sep 1999 (38),Erzurumspor (5),0-0,0-0,Istanbulspor (5)
?,(Sun) 26 Sep 1999 (38),Fenerbahçe (5),0-0,0-0,Gaziantepspor (5)
?,(Sun) 26 Sep 1999 (38),Gençlerbirliği (5),0-0,0-0,Altay (5)
?,(Sun) 26 Sep 1999 (38),Goztep (5),1-1,1-0,Trabzonspor (5)
?,(Fri) 15 Oct 1999 (41),Galatasaray (6),2-0,1-0,Antalyaspor (6)
?,(Sat) 16 Oct 1999 (41),Ankaragucu (6),1-2,0-0,Goztep (6)
?,(Sat) 16 Oct 1999 (41),Trabzonspor (6),2-0,1-0,Fenerbahçe (6)
?,(Sun) 17 Oct 1999 (41),Adanaspor (6),1-1,0-0,Bursaspor (6)
?,(Sun) 17 Oct 1999 (41),Altay (6),2-2,0-1,Beşiktaş (6)
?,(Sun) 17 Oct 1999 (41),Denizlispor (6),3-1,1-0,Kocaelispor (6)
?,(Sun) 17 Oct 1999 (41),Gaziantepspor (6),6-0,4-0,Erzurumspor (6)
?,(Sun) 17 Oct 1999 (41),Istanbulspor (6),3-1,1-1,Gençlerbirliği (6)
?,(Sun) 17 Oct 1999 (41),Vanspor (6),0-0,0-0,Samsunspor (6)
?,(Fri) 22 Oct 1999 (42),Bursaspor (7),0-0,0-0,Galatasaray (7)
?,(Sat) 23 Oct 1999 (42),Beşiktaş (7),3-0,2-0,Istanbulspor (7)
?,(Sun) 24 Oct 1999 (42),Denizlispor (7),2-1,0-0,Altay (7)
?,(Sun) 24 Oct 1999 (42),Erzurumspor (7),2-1,1-1,Trabzonspor (7)
?,(Sun) 24 Oct 1999 (42),Fenerbahçe (7),1-1,1-0,Ankaragucu (7)
?,(Sun) 24 Oct 1999 (42),Gençlerbirliği (7),0-1,0-1,Gaziantepspor (7)
?,(Sun) 24 Oct 1999 (42),Goztep (7),0-1,0-0,Adanaspor (7)
?,(Sun) 24 Oct 1999 (42),Samsunspor (7),0-1,0-1,Antalyaspor (7)
?,(Sun) 24 Oct 1999 (42),Vanspor (7),5-0,2-0,Kocaelispor (7)
?,(Fri) 29 Oct 1999 (43),Galatasaray (8),2-0,1-0,Goztep (8)
?,(Sat) 30 Oct 1999 (43),Adanaspor (8),1-3,1-1,Fenerbahçe (8)
?,(Sat) 30 Oct 1999 (43),Ankaragucu (8),1-0,0-0,Erzurumspor (8)
