Date,Team 1,FT,HT,Team 2
Fri Aug 6 1999,Geel,1-5,0-1,Gent
Sat Aug 7 1999,Beveren,0-2,0-1,Aalst
Sat Aug 7 1999,Charleroi,2-1,0-0,Harelbeke
Sat Aug 7 1999,Lierse,3-1,1-0,Germinal
Sat Aug 7 1999,Lommel,1-0,0-0,Lokeren
Sat Aug 7 1999,Standard,2-1,0-1,Mechelen
Sat Aug 7 1999,Westerlo,6-6,3-2,Genk
Sun Aug 8 1999,Anderlecht,3-2,0-1,Mouscron
Sun Aug 8 1999,Club Brugge,4-0,1-0,St Truiden
Sat Aug 14 1999,Gent,0-2,0-1,Genk
Sat Aug 14 1999,Germinal,3-1,2-0,Lommel
Sat Aug 14 1999,Mechelen,2-1,1-0,Charleroi
Sat Aug 14 1999,St Truiden,1-1,1-0,Geel
Sat Aug 14 1999,Westerlo,2-1,1-1,Standard
Sun Aug 15 1999,Aalst,2-3,1-0,Lierse
Sun Aug 15 1999,Anderlecht,5-2,2-0,Beveren
Sun Aug 15 1999,Harelbeke,1-1,0-0,Mouscron
Sun Aug 15 1999,Lokeren,2-5,1-3,Club Brugge
Sat Aug 21 1999,Beveren,2-2,2-0,Harelbeke
Sat Aug 21 1999,Charleroi,1-2,1-0,Westerlo
Sat Aug 21 1999,Geel,1-1,0-0,Genk
Sat Aug 21 1999,Mouscron,2-0,0-0,Mechelen
Sat Aug 21 1999,St Truiden,1-1,0-1,Lokeren
Sat Aug 21 1999,Standard,0-2,0-0,Gent
Sun Aug 22 1999,Club Brugge,2-0,1-0,Germinal
Sun Aug 22 1999,Lierse,0-3,0-2,Anderlecht
Sun Aug 22 1999,Lommel,3-3,1-2,Aalst
Sat Aug 28 1999,Gent,3-2,2-1,Charleroi
Sat Aug 28 1999,Germinal,3-1,3-0,St Truiden
Sat Aug 28 1999,Lokeren,0-0,0-0,Geel
Sat Aug 28 1999,Mechelen,3-1,2-1,Beveren
Sat Aug 28 1999,Westerlo,3-0,1-0,Mouscron
Sun Aug 29 1999,Aalst,0-2,0-1,Club Brugge
Sun Aug 29 1999,Anderlecht,3-3,1-1,Lommel
Sun Aug 29 1999,Genk,4-0,4-0,Standard
Sun Aug 29 1999,Harelbeke,0-3,0-0,Lierse
Sat Sep 11 1999,Charleroi,2-1,1-1,Genk
Sat Sep 11 1999,Geel,0-0,0-0,Standard
Sat Sep 11 1999,Lierse,5-1,2-0,Mechelen
Sat Sep 11 1999,Lokeren,1-1,0-1,Germinal
Sat Sep 11 1999,Lommel,0-2,0-1,Harelbeke
Sat Sep 11 1999,Mouscron,5-3,2-1,Gent
Sat Sep 11 1999,St Truiden,1-5,1-0,Aalst
Fri Sep 17 1999,Standard,1-3,1-2,Charleroi
Sat Sep 18 1999,Genk,2-2,1-2,Mouscron
Sat Sep 18 1999,Gent,4-1,2-0,Beveren
Sat Sep 18 1999,Germinal,4-1,2-1,Geel
Sat Sep 18 1999,Mechelen,1-0,0-0,Lommel
Sun Sep 19 1999,Aalst,1-0,1-0,Lokeren
Sun Sep 19 1999,Anderlecht,2-1,1-0,St Truiden
Sun Sep 19 1999,Harelbeke,1-1,1-1,Club Brugge
Sun Sep 19 1999,Westerlo,0-2,0-0,Lierse
