Date,Team 1,FT,HT,Team 2
Fri Aug 1 2003,Lille,1-0,1-0,Lyon
Sat Aug 2 2003,Auxerre,1-2,0-1,Nice
Sat Aug 2 2003,Guingamp,0-1,0-0,Marseille
Sat Aug 2 2003,Lens,0-0,0-0,Le Mans
Sat Aug 2 2003,Metz,0-1,0-1,Ajaccio
Sat Aug 2 2003,Monaco,2-0,1-0,Bordeaux
Sat Aug 2 2003,Montpellier,1-1,0-1,Rennes
Sat Aug 2 2003,Paris SG,0-0,0-0,Bastia
Sat Aug 2 2003,Sochaux,2-1,1-1,Nantes
Sat Aug 2 2003,Toulouse,1-1,0-0,Strasbourg
Fri Aug 8 2003,Marseille,1-0,0-0,Auxerre
Sat Aug 9 2003,Bastia,0-2,0-1,Metz
Sat Aug 9 2003,Bordeaux,0-1,0-0,Montpellier
Sat Aug 9 2003,Le Mans,0-1,0-1,Ajaccio
Sat Aug 9 2003,Lille,1-0,1-0,Paris SG
Sat Aug 9 2003,Lyon,3-1,3-0,Monaco
Sat Aug 9 2003,Nantes,2-0,0-0,Lens
Sat Aug 9 2003,Nice,1-0,0-0,Sochaux
Sat Aug 9 2003,Rennes,1-0,1-0,Toulouse
Sat Aug 9 2003,Strasbourg,2-0,1-0,Guingamp
Sat Aug 16 2003,Ajaccio,1-3,0-2,Nantes
Sat Aug 16 2003,Auxerre,3-2,2-1,Strasbourg
Sat Aug 16 2003,Guingamp,1-3,1-2,Bordeaux
Sat Aug 16 2003,Le Mans,1-1,1-1,Nice
Sat Aug 16 2003,Metz,0-1,0-0,Paris SG
Sat Aug 16 2003,Monaco,2-0,2-0,Bastia
Sat Aug 16 2003,Montpellier,0-2,0-2,Lyon
Sat Aug 16 2003,Sochaux,1-1,0-0,Rennes
Sat Aug 16 2003,Toulouse,0-3,0-1,Lille
Sun Aug 17 2003,Lens,2-1,1-1,Marseille
Sat Aug 23 2003,Bastia,1-0,0-0,Montpellier
Sat Aug 23 2003,Bordeaux,2-0,2-0,Auxerre
Sat Aug 23 2003,Lille,1-1,0-1,Metz
Sat Aug 23 2003,Lyon,0-0,0-0,Toulouse
Sat Aug 23 2003,Marseille,2-0,1-0,Sochaux
Sat Aug 23 2003,Nantes,1-0,0-0,Le Mans
Sat Aug 23 2003,Nice,2-2,1-1,Ajaccio
Sat Aug 23 2003,Rennes,0-0,0-0,Guingamp
Sat Aug 23 2003,Strasbourg,0-1,0-1,Lens
Sun Aug 24 2003,Paris SG,2-4,1-2,Monaco
Sat Aug 30 2003,Auxerre,2-1,1-0,Rennes
Sat Aug 30 2003,Guingamp,2-0,2-0,Lyon
Sat Aug 30 2003,Le Mans,0-3,0-1,Strasbourg
Sat Aug 30 2003,Montpellier,3-2,0-1,Paris SG
Sat Aug 30 2003,Nantes,0-0,0-0,Bordeaux
Sat Aug 30 2003,Sochaux,2-1,2-1,Lille
Sat Aug 30 2003,Toulouse,0-2,0-2,Bastia
Sun Aug 31 2003,Ajaccio,0-1,0-0,Marseille
Sun Aug 31 2003,Lens,1-0,0-0,Nice
Sun Aug 31 2003,Monaco,1-0,1-0,Metz
Sat Sep 13 2003,Bastia,4-2,2-0,Guingamp
Sat Sep 13 2003,Bordeaux,1-3,1-1,Sochaux
Sat Sep 13 2003,Lille,1-1,0-1,Monaco
Sat Sep 13 2003,Lyon,1-1,1-1,Auxerre
Sat Sep 13 2003,Marseille,5-0,2-0,Le Mans
Sat Sep 13 2003,Metz,2-1,1-0,Montpellier
Sat Sep 13 2003,Nice,1-0,1-0,Nantes
Sat Sep 13 2003,Rennes,2-0,1-0,Lens
Sat Sep 13 2003,Strasbourg,3-2,3-2,Ajaccio
Sun Sep 14 2003,Paris SG,2-1,1-0,Toulouse
Sat Sep 20 2003,Ajaccio,1-0,1-0,Rennes
Sat Sep 20 2003,Auxerre,4-1,3-1,Bastia
Sat Sep 20 2003,Guingamp,0-2,0-0,Paris SG
Sat Sep 20 2003,Lens,1-0,1-0,Bordeaux
Sat Sep 20 2003,Nice,2-0,2-0,Lille
Sat Sep 20 2003,Sochaux,3-0,2-0,Strasbourg
Sat Sep 20 2003,Toulouse,1-0,0-0,Metz
Sun Sep 21 2003,Le Mans,0-2,0-1,Lyon
Sun Sep 21 2003,Montpellier,1-2,1-1,Monaco
Sun Sep 21 2003,Nantes,1-0,1-0,Marseille
Sat Sep 27 2003,Bastia,2-0,2-0,Sochaux
Sat Sep 27 2003,Lille,1-1,1-0,Montpellier
Sat Sep 27 2003,Lyon,4-0,3-0,Lens
Sat Sep 27 2003,Marseille,2-1,0-1,Nice
