Date,Team 1,FT,HT,Team 2
Fri Mar 2 2018,Guangzhou Evergrande,4-5,?,Guangzhou R&F
Fri Mar 2 2018,Henan Jianye,0-4,?,Tianjin Quanjian
Fri Mar 2 2018,Shanghai Shenhua,1-1,?,Changchun Yatai
Sat Mar 3 2018,Chongqing Lifan,1-0,?,Beijing Renhe
Sat Mar 3 2018,Shanghai SIPG,8-0,?,Dalian Yifang F.C.
Sat Mar 3 2018,Tianjin Teda,1-1,?,Hebei
Sun Mar 4 2018,Guizhou Zhicheng,1-3,?,Jiangsu Suning
Sun Mar 4 2018,Shandong Luneng,3-0,?,Beijing Guoan
Fri Mar 9 2018,Guangzhou Evergrande,5-0,?,Changchun Yatai
Sat Mar 10 2018,Tianjin Quanjian,1-2,?,Beijing Renhe
Sat Mar 10 2018,Guangzhou R&F,2-0,?,Dalian Yifang F.C.
Sat Mar 10 2018,Shandong Luneng,2-0,?,Chongqing Lifan
Sat Mar 10 2018,Shanghai Shenhua,0-2,?,Shanghai SIPG
Sun Mar 11 2018,Guizhou Zhicheng,2-3,?,Hebei
Sun Mar 11 2018,Henan Jianye,1-0,?,Tianjin Teda
Sun Mar 11 2018,Jiangsu Suning,1-2,?,Beijing Guoan
Fri Mar 16 2018,Dalian Yifang F.C.,0-3,?,Beijing Guoan
Sat Mar 17 2018,Hebei,1-2,?,Shandong Luneng
Sat Mar 17 2018,Chongqing Lifan,4-1,?,Jiangsu Suning
Sun Mar 18 2018,Changchun Yatai,1-1,?,Beijing Renhe
Sun Mar 18 2018,Guangzhou R&F,2-5,?,Shanghai SIPG
Sun Mar 18 2018,Guangzhou Evergrande,1-0,?,Henan Jianye
Sun Mar 18 2018,Guizhou Zhicheng,0-1,?,Shanghai Shenhua
Sun Mar 18 2018,Tianjin Teda,3-2,?,Tianjin Quanjian
Fri Mar 30 2018,Shanghai SIPG,2-1,?,Chongqing Lifan
Fri Mar 30 2018,Tianjin Quanjian,0-1,?,Guangzhou Evergrande
Sat Mar 31 2018,Changchun Yatai,1-2,?,Guangzhou R&F
Sat Mar 31 2018,Beijing Guoan,4-0,?,Beijing Renhe
Sat Mar 31 2018,Henan Jianye,1-1,?,Dalian Yifang F.C.
Sat Mar 31 2018,Shanghai Shenhua,4-2,?,Hebei
Sun Apr 1 2018,Shandong Luneng,0-2,?,Guizhou Zhicheng
Sun Apr 1 2018,Jiangsu Suning,2-1,?,Tianjin Teda
Fri Apr 6 2018,Beijing Guoan,1-1,?,Tianjin Teda
Fri Apr 6 2018,Guangzhou R&F,0-2,?,Jiangsu Suning
Sat Apr 7 2018,Dalian Yifang F.C.,2-2,?,Chongqing Lifan
Sat Apr 7 2018,Hebei,2-1,?,Changchun Yatai
Sun Apr 8 2018,Beijing Renhe,0-2,?,Shanghai Shenhua
Sun Apr 8 2018,Guangzhou Evergrande,1-0,?,Shandong Luneng
Sun Apr 8 2018,Guizhou Zhicheng,0-1,?,Tianjin Quanjian
Sun Apr 8 2018,Henan Jianye,1-2,?,Shanghai SIPG
